SL. NO,DEPOT,DATE,EMP_ID,VEH_NO,TYPE,SER_NO,KMS,ENGS,D/N_OUT,SCHS.,LONG TYPE,ROUTE,HOURS,DOUBLE_DUTY
4364,MAHABOOBABAD,17-09-2023,651345,AP29Z2172,OR,ASP3,348,11620,D,1,PALLEVELUGU,SRPT/TNC,8,0
4365,MAHABOOBABAD,18-09-2023,651345,AP29Z1962,OR,NP04,400,10464,D,1,PALLEVELUGU,MHBD-KMM,8,0
4366,MAHABOOBABAD,20-09-2023,651345,AP36Z0190,OR,ASP3,348,9602,D,1,PALLEVELUGU,SRPT/TNC,8,0
4367,MAHABOOBABAD,21-09-2023,651345,AP29Z1962,OR,NP04,400,13692,D,1,PALLEVELUGU,MHBD-KMM,8,0
4368,MAHABOOBABAD,24-09-2023,651345,AP29Z2172,OR,ASP3,348,9906,D,1,PALLEVELUGU,SRPT/TNC,8,0
4369,MAHABOOBABAD,25-09-2023,651345,AP29Z1962,OR,NP04,400,14328,D,1,PALLEVELUGU,MHBD-KMM,8,0
4370,MAHABOOBABAD,27-09-2023,651345,AP29Z2172,OR,ASP3,348,9646,D,1,PALLEVELUGU,SRPT/TNC,8,0
4371,MAHABOOBABAD,28-09-2023,651345,AP29Z1962,OR,NP04,400,13182,D,1,PALLEVELUGU,MHBD-KMM,8,0
4372,MAHABOOBABAD,01-10-2023,651345,AP29Z2172,OR,ASP3,348,11862,D,1,PALLEVELUGU,SRPT/TNC,8,0
4373,MAHABOOBABAD,02-10-2023,651345,AP29Z1962,OR,NP04,400,14148,D,1,PALLEVELUGU,MHBD-KMM,8,0
4374,MAHABOOBABAD,04-10-2023,651345,AP29Z2172,OR,ASP3,348,10180,D,1,PALLEVELUGU,SRPT/TNC,8,0
4375,MAHABOOBABAD,05-10-2023,651345,AP29Z1962,OR,NP04,400,19246,D,1,PALLEVELUGU,MHBD-KMM,8,0
4376,MAHABOOBABAD,08-10-2023,651345,AP29Z2172,OR,ASP3,348,10784,D,1,PALLEVELUGU,SRPT/TNC,8,0
4377,MAHABOOBABAD,09-10-2023,651345,AP29Z1962,OR,NP04,400,17440,D,1,PALLEVELUGU,MHBD-KMM,8,0
4378,MAHABOOBABAD,11-10-2023,651345,AP29Z2172,OR,ASP3,348,11222,D,1,PALLEVELUGU,SRPT/TNC,8,0
4379,MAHABOOBABAD,12-10-2023,651345,AP29Z1962,OR,NP04,400,16714,D,1,PALLEVELUGU,MHBD-KMM,8,0
4380,MAHABOOBABAD,15-10-2023,651345,AP29Z2172,OR,ASP3,348,8628,D,1,PALLEVELUGU,SRPT/TNC,8,0
4381,MAHABOOBABAD,16-10-2023,651345,AP29Z1962,OR,NP04,400,15748,D,1,PALLEVELUGU,MHBD-KMM,8,0
4382,MAHABOOBABAD,18-10-2023,651345,AP29Z2172,OR,ASP3,348,13704,D,1,PALLEVELUGU,SRPT/TNC,8,0
4383,MAHABOOBABAD,19-10-2023,651345,AP29Z1962,OR,NP04,400,17410,D,1,PALLEVELUGU,MHBD-KMM,8,0
4384,MAHABOOBABAD,22-10-2023,651345,AP29Z2370,OR,ASP3,348,9988,D,1,PALLEVELUGU,SRPT/TNC,8,0
4385,MAHABOOBABAD,23-10-2023,651345,AP29Z1962,OR,NP04,400,16350,D,1,PALLEVELUGU,MHBD-KMM,8,0
4386,MAHABOOBABAD,25-10-2023,651345,AP29Z2172,OR,ASP3,348,19560,D,1,PALLEVELUGU,SRPT/TNC,8,0
4387,MAHABOOBABAD,26-10-2023,651345,AP29Z1962,OR,NP04,400,22890,D,1,PALLEVELUGU,MHBD-KMM,8,0
4388,MAHABOOBABAD,29-10-2023,651345,AP29Z2172,OR,ASP3,348,10164,D,1,PALLEVELUGU,SRPT/TNC,8,0
4389,MAHABOOBABAD,30-10-2023,651345,AP29Z1962,OR,NP04,400,16366,D,1,PALLEVELUGU,MHBD-KMM,8,0
4390,MAHABOOBABAD,01-11-2023,651345,AP29Z2172,OR,ASP3,348,10428,D,1,PALLEVELUGU,SRPT/TNC,8,0
4391,MAHABOOBABAD,02-11-2023,651345,AP29Z1962,OR,NP04,400,16918,D,1,PALLEVELUGU,MHBD-KMM,8,0
4392,MAHABOOBABAD,05-11-2023,651345,AP29Z2172,OR,ASP3,174,3280,D,1,PALLEVELUGU,SRPT/TNC,8,0
4393,MAHABOOBABAD,06-11-2023,651345,AP29Z1962,OR,NP04,400,17334,D,1,PALLEVELUGU,MHBD-KMM,8,0
4394,MAHABOOBABAD,08-11-2023,651345,AP29Z2172,OR,ASP3,348,9948,D,1,PALLEVELUGU,SRPT/TNC,8,0
4395,MAHABOOBABAD,09-11-2023,651345,AP29Z1962,OR,NP04,400,12876,D,1,PALLEVELUGU,MHBD-KMM,8,0
4396,MAHABOOBABAD,13-11-2023,651345,AP29Z1962,OR,NP04,400,10536,D,1,PALLEVELUGU,MHBD-KMM,8,0
4397,MAHABOOBABAD,15-11-2023,651345,AP29Z2172,OR,ASP3,348,15662,D,1,PALLEVELUGU,SRPT/TNC,8,0
4398,MAHABOOBABAD,16-11-2023,651345,AP29Z1962,OR,NP04,400,15870,D,1,PALLEVELUGU,MHBD-KMM,8,0
4399,MAHABOOBABAD,19-11-2023,651345,AP29Z2172,OR,ASP3,348,12976,D,1,PALLEVELUGU,SRPT/TNC,8,0
4400,MAHABOOBABAD,20-11-2023,651345,AP29Z1962,OR,NP04,400,14150,D,1,PALLEVELUGU,MHBD-KMM,8,0
4401,MAHABOOBABAD,22-11-2023,651345,AP29Z2172,OR,ASP3,348,11560,D,1,PALLEVELUGU,SRPT/TNC,8,0
4402,MAHABOOBABAD,23-11-2023,651345,AP29Z1962,OR,NP04,400,13964,D,1,PALLEVELUGU,MHBD-KMM,8,0
4403,MAHABOOBABAD,26-11-2023,651345,AP29Z2172,OR,ASP3,348,10212,D,1,PALLEVELUGU,SRPT/TNC,8,0
4404,MAHABOOBABAD,27-11-2023,651345,AP29Z1962,OR,NP04,400,13694,D,1,PALLEVELUGU,MHBD-KMM,8,0
4405,MAHABOOBABAD,29-11-2023,651345,AP29Z2370,OR,9002,230,45366,D,0,PALLEVELUGU,EXTRA,8,0
4406,MAHABOOBABAD,30-11-2023,651345,AP29Z2370,OR,9013,230,38548,D,0,PALLEVELUGU,EXTRA,8,0
4407,MAHABOOBABAD,01-12-2023,651345,AP36Z0194,OR,9021,550,19808,D,0,PALLEVELUGU,EXTRA,8,0
4408,MAHABOOBABAD,03-12-2023,651345,AP36Z0190,EX,9016,446,15008,D,0,EXPRESS,EXTRA,8,0
4409,MAHABOOBABAD,04-12-2023,651345,AP29Z1962,OR,NP04,400,16554,D,1,PALLEVELUGU,MHBD-KMM,8,1
4410,MAHABOOBABAD,06-12-2023,651345,AP29Z2172,OR,CHG1,300,10548,D,1,PALLEVELUGU,WL/KSDM,8,0
4411,MAHABOOBABAD,07-12-2023,651345,AP29Z1962,OR,NP04,400,13720,D,1,PALLEVELUGU,MHBD-KMM,8,0
4412,MAHABOOBABAD,10-12-2023,651345,AP29Z2172,OR,ASP3,348,7012,D,1,PALLEVELUGU,SRPT/TNC,8,0
4413,MAHABOOBABAD,11-12-2023,651345,AP29Z1962,OR,NP04,480,16572,D,1,PALLEVELUGU,MHBD-KMM,8,0
4414,MAHABOOBABAD,13-12-2023,651345,AP29Z2172,OR,ASP3,348,6206,D,1,PALLEVELUGU,SRPT/TNC,8,0
4415,MAHABOOBABAD,14-12-2023,651345,AP29Z1962,OR,NP04,400,9142,D,1,PALLEVELUGU,MHBD-KMM,8,0
4416,MAHABOOBABAD,18-12-2023,651345,AP29Z1962,OR,NP04,400,41018,D,1,PALLEVELUGU,MHBD-KMM,8,0
4417,MAHABOOBABAD,21-12-2023,651345,AP29Z1962,OR,NP04,400,18322,D,1,PALLEVELUGU,MHBD-KMM,8,0
4418,MAHABOOBABAD,24-12-2023,651345,AP29Z2172,OR,ASP3,348,20242,D,1,PALLEVELUGU,SRPT/TNC,8,0
4419,MAHABOOBABAD,25-12-2023,651345,AP29Z1962,OR,NP04,376,29356,D,1,PALLEVELUGU,MHBD-KMM,8,0
4420,MAHABOOBABAD,27-12-2023,651345,AP29Z2172,OR,ASP3,348,20742,D,1,PALLEVELUGU,SRPT/TNC,8,0
4421,MAHABOOBABAD,28-12-2023,651345,AP29Z1962,OR,NP04,400,26478,D,1,PALLEVELUGU,MHBD-KMM,8,0
4422,MAHABOOBABAD,31-12-2023,651345,AP29Z2172,OR,ASP3,348,27542,D,1,PALLEVELUGU,SRPT/TNC,8,0
4423,MAHABOOBABAD,01-01-2024,651345,AP29Z1962,OR,NP04,400,29010,D,1,PALLEVELUGU,MHBD-KMM,8,0
4424,MAHABOOBABAD,03-01-2024,651345,AP29Z2172,OR,ASP3,348,27094,D,1,PALLEVELUGU,SRPT/TNC,8,0
4425,MAHABOOBABAD,04-01-2024,651345,AP29Z1962,OR,NP04,400,31340,D,1,PALLEVELUGU,MHBD-KMM,8,0
4426,MAHABOOBABAD,08-01-2024,651345,AP29Z1962,OR,NP04,400,32322,D,1,PALLEVELUGU,MHBD-KMM,8,0
4427,MAHABOOBABAD,10-01-2024,651345,AP29Z2172,OR,ASP3,348,17106,D,1,PALLEVELUGU,SRPT/TNC,8,0
4428,MAHABOOBABAD,11-01-2024,651345,AP29Z1962,OR,NP04,400,26170,D,1,PALLEVELUGU,MHBD-KMM,8,0
4429,MAHABOOBABAD,14-01-2024,651345,AP29Z2172,OR,ASP3,348,25572,D,1,PALLEVELUGU,SRPT/TNC,8,0
4430,MAHABOOBABAD,15-01-2024,651345,AP29Z1962,OR,NP04,400,29052,D,1,PALLEVELUGU,MHBD-KMM,8,0
4431,MAHABOOBABAD,17-01-2024,651345,AP29Z2172,OR,ASP3,348,32148,D,1,PALLEVELUGU,SRPT/TNC,8,0
4432,MAHABOOBABAD,18-01-2024,651345,AP29Z1962,OR,NP04,400,24492,D,1,PALLEVELUGU,MHBD-KMM,8,0
4433,MAHABOOBABAD,21-01-2024,651345,AP29Z2172,OR,ASP3,348,26622,D,1,PALLEVELUGU,SRPT/TNC,8,0
4434,MAHABOOBABAD,22-01-2024,651345,AP29Z1962,OR,NP04,400,32346,D,1,PALLEVELUGU,MHBD-KMM,8,0
4435,MAHABOOBABAD,26-01-2024,651345,AP36Z0011,OR,KLD2,340,17006,D,1,PALLEVELUGU,KLD/WGL,8,0
4436,MAHABOOBABAD,29-01-2024,651345,AP29Z1962,OR,NP04,400,22442,D,1,PALLEVELUGU,MHBD-KMM,8,0
4437,MAHABOOBABAD,31-01-2024,651345,AP29Z2172,OR,ASP3,348,20260,D,1,PALLEVELUGU,SRPT/TNC,8,0
4438,MAHABOOBABAD,01-02-2024,651345,AP29Z1962,OR,NP04,400,22812,D,1,PALLEVELUGU,MHBD-KMM,8,0
4439,MAHABOOBABAD,04-02-2024,651345,AP29Z2172,OR,ASP3,348,13692,D,1,PALLEVELUGU,SRPT/TNC,8,0
4440,MAHABOOBABAD,05-02-2024,651345,AP29Z1962,OR,NP04,400,29518,D,1,PALLEVELUGU,MHBD-KMM,8,0
4441,MAHABOOBABAD,07-02-2024,651345,AP29Z2172,OR,ASP3,348,22948,D,1,PALLEVELUGU,SRPT/TNC,8,0
4442,MAHABOOBABAD,08-02-2024,651345,AP29Z1962,OR,NP04,400,19594,D,1,PALLEVELUGU,MHBD-KMM,8,0
4443,MAHABOOBABAD,11-02-2024,651345,AP29Z2172,OR,ASP3,348,17678,D,1,PALLEVELUGU,SRPT/TNC,8,0
4444,MAHABOOBABAD,12-02-2024,651345,AP29Z1962,OR,NP04,400,28578,D,1,PALLEVELUGU,MHBD-KMM,8,0
4445,MAHABOOBABAD,14-02-2024,651345,AP29Z2172,OR,ASP3,348,23794,D,1,PALLEVELUGU,SRPT/TNC,8,0
4446,MAHABOOBABAD,15-02-2024,651345,AP29Z1962,OR,NP04,400,29122,D,1,PALLEVELUGU,MHBD-KMM,8,0
4447,MAHABOOBABAD,18-02-2024,651345,AP29Z2172,OR,ASP3,348,18646,D,1,PALLEVELUGU,SRPT/TNC,8,0
4448,MAHABOOBABAD,19-02-2024,651345,AP29Z1962,OR,NP04,400,23020,D,1,PALLEVELUGU,MHBD-KMM,8,0
4449,MAHABOOBABAD,21-02-2024,651345,AP29Z2172,OR,ASP3,348,20768,D,1,PALLEVELUGU,SRPT/TNC,8,0
4450,MAHABOOBABAD,22-02-2024,651345,AP29Z1962,OR,NP04,400,22574,D,1,PALLEVELUGU,MHBD-KMM,8,0
4451,MAHABOOBABAD,25-02-2024,651345,AP29Z2172,OR,ASP3,348,16152,D,1,PALLEVELUGU,SRPT/TNC,8,0
4452,MAHABOOBABAD,26-02-2024,651345,TS26Z0019,OR,NP04,400,19242,D,1,PALLEVELUGU,MHBD-KMM,8,0
4453,MAHABOOBABAD,28-02-2024,651345,AP36Z0140,OR,ASP3,348,15068,D,1,PALLEVELUGU,SRPT/TNC,8,0
4454,MAHABOOBABAD,29-02-2024,651345,AP29Z1962,OR,NP04,400,15430,D,1,PALLEVELUGU,MHBD-KMM,8,0
4455,MAHABOOBABAD,03-03-2024,651345,AP36Z0150,OR,ASP1,348,20046,D,1,PALLEVELUGU,SRPT/TNC,8,0
4456,MAHABOOBABAD,04-03-2024,651345,AP29Z1962,OR,NP04,400,21568,D,1,PALLEVELUGU,MHBD-KMM,8,0
4457,MAHABOOBABAD,06-03-2024,651345,AP29Z2172,OR,ASP3,348,14434,D,1,PALLEVELUGU,SRPT/TNC,8,0
4458,MAHABOOBABAD,08-03-2024,651345,AP29Z1962,OR,NP04,400,21140,D,1,PALLEVELUGU,MHBD-KMM,8,0
4459,MAHABOOBABAD,10-03-2024,651345,AP29Z2172,OR,ASP3,348,18184,D,1,PALLEVELUGU,SRPT/TNC,8,0
4460,MAHABOOBABAD,11-03-2024,651345,AP29Z1962,OR,NP04,400,27704,D,1,PALLEVELUGU,MHBD-KMM,8,0
4461,MAHABOOBABAD,13-03-2024,651345,AP29Z2172,OR,ASP3,348,17544,D,1,PALLEVELUGU,SRPT/TNC,8,0
4462,MAHABOOBABAD,14-03-2024,651345,AP29Z1962,OR,NP04,400,28270,D,1,PALLEVELUGU,MHBD-KMM,8,0
4463,MAHABOOBABAD,15-03-2024,651345,AP36Z0182,OR,ASP2,348,26334,D,1,PALLEVELUGU,SRPT/TNC,8,1
4464,MAHABOOBABAD,17-03-2024,651345,AP29Z2172,OR,ASP3,348,19560,D,1,PALLEVELUGU,SRPT/TNC,8,0
4465,MAHABOOBABAD,18-03-2024,651345,AP29Z1962,OR,NP04,400,16988,D,1,PALLEVELUGU,MHBD-KMM,8,0
4466,MAHABOOBABAD,20-03-2024,651345,AP29Z2172,OR,ASP3,348,16860,D,1,PALLEVELUGU,SRPT/TNC,8,0
4467,MAHABOOBABAD,21-03-2024,651345,AP29Z1962,OR,NP04,400,26258,D,1,PALLEVELUGU,MHBD-KMM,8,0
4468,MAHABOOBABAD,24-03-2024,651345,AP29Z2172,OR,ASP3,348,15542,D,1,PALLEVELUGU,SRPT/TNC,8,0
4469,MAHABOOBABAD,25-03-2024,651345,AP29Z1962,OR,NP04,400,13006,D,1,PALLEVELUGU,MHBD-KMM,8,0
4470,MAHABOOBABAD,27-03-2024,651345,AP29Z2172,OR,ASP3,348,29024,D,1,PALLEVELUGU,SRPT/TNC,8,0
4471,MAHABOOBABAD,28-03-2024,651345,AP29Z1962,OR,NP04,400,28302,D,1,PALLEVELUGU,MHBD-KMM,8,0
4472,MAHABOOBABAD,31-03-2024,651345,AP29Z2172,OR,ASP3,348,19584,D,1,PALLEVELUGU,SRPT/TNC,8,0
4473,MAHABOOBABAD,02-04-2023,651365,AP36Z0143,OR,YS01,348,10078,D,1,PALLEVELUGU,SRPT/TNC,8,0
4474,MAHABOOBABAD,06-04-2023,651365,AP36Z0143,OR,YS01,348,10818,D,1,PALLEVELUGU,SRPT/TNC,8,0
4475,MAHABOOBABAD,09-04-2023,651365,AP36Z0143,OR,YS01,348,12796,D,1,PALLEVELUGU,SRPT/TNC,8,0
4476,MAHABOOBABAD,13-04-2023,651365,AP36Z0143,OR,YS01,348,10182,D,1,PALLEVELUGU,SRPT/TNC,8,0
4477,MAHABOOBABAD,16-04-2023,651365,AP36Z0143,OR,YS01,348,11530,D,1,PALLEVELUGU,SRPT/TNC,8,0
4478,MAHABOOBABAD,23-04-2023,651365,AP36Z0041,OR,YS01,348,12902,D,1,PALLEVELUGU,SRPT/TNC,8,0
4479,MAHABOOBABAD,27-04-2023,651365,AP36Z0140,OR,YS01,348,8288,D,1,PALLEVELUGU,SRPT/TNC,8,0
4480,MAHABOOBABAD,30-04-2023,651365,AP36Z0140,OR,YS01,348,15178,D,1,PALLEVELUGU,SRPT/TNC,8,0
4481,MAHABOOBABAD,04-05-2023,651365,AP36Z0194,OR,YS01,348,14860,D,1,PALLEVELUGU,SRPT/TNC,8,0
4482,MAHABOOBABAD,07-05-2023,651365,AP36Z0143,OR,YS01,348,14362,D,1,PALLEVELUGU,SRPT/TNC,8,0
4483,MAHABOOBABAD,11-05-2023,651365,AP36Z0143,OR,YS01,174,7226,D,1,PALLEVELUGU,SRPT/TNC,8,0
4484,MAHABOOBABAD,14-05-2023,651365,AP36Z0143,OR,YS01,348,17810,D,1,PALLEVELUGU,SRPT/TNC,8,0
4485,MAHABOOBABAD,18-05-2023,651365,AP36Z0143,OR,YS01,348,13828,D,1,PALLEVELUGU,SRPT/TNC,8,0
4486,MAHABOOBABAD,21-05-2023,651365,AP36Z0143,OR,YS01,348,17992,D,1,PALLEVELUGU,SRPT/TNC,8,0
4487,MAHABOOBABAD,25-05-2023,651365,AP36Z0143,OR,YS01,348,17114,D,1,PALLEVELUGU,SRPT/TNC,8,0
4488,MAHABOOBABAD,28-05-2023,651365,AP36Z0143,OR,YS01,348,15226,D,1,PALLEVELUGU,SRPT/TNC,8,0
4489,MAHABOOBABAD,01-06-2023,651365,AP36Z0143,OR,YS01,348,19182,D,1,PALLEVELUGU,SRPT/TNC,8,0
4490,MAHABOOBABAD,04-06-2023,651365,AP36Z0143,OR,YS01,348,13870,D,1,PALLEVELUGU,SRPT/TNC,8,0
4491,MAHABOOBABAD,08-06-2023,651365,AP36Z0143,OR,YS01,348,17220,D,1,PALLEVELUGU,SRPT/TNC,8,0
4492,MAHABOOBABAD,11-06-2023,651365,AP36Z0143,OR,YS01,348,17184,D,1,PALLEVELUGU,SRPT/TNC,8,0
4493,MAHABOOBABAD,15-06-2023,651365,AP36Z0031,OR,YS01,348,14532,D,1,PALLEVELUGU,SRPT/TNC,8,0
4494,MAHABOOBABAD,18-06-2023,651365,AP36Z0143,OR,YS01,348,19670,D,1,PALLEVELUGU,SRPT/TNC,8,0
4495,MAHABOOBABAD,22-06-2023,651365,AP36Z0143,OR,YS01,348,13122,D,1,PALLEVELUGU,SRPT/TNC,8,0
4496,MAHABOOBABAD,25-06-2023,651365,AP36Z0143,OR,YS01,348,12118,D,1,PALLEVELUGU,SRPT/TNC,8,0
